id,date,user_name,user_id,user_displayname,user_location,user_followers,user_friends,user_statuses,retweeted,content,lang,is_missinginfo
1399017610478592000,2021-05-30 14:59:25+00:00,zarabatanna_,116914513,Anna 🏳️‍🌈🏴‍☠️🍄🦝,Macapacity,348,898,19122,,"Bicho, até 2018 ninguem sabia fabricante de vacina, eficacia nem porra nenhuma. Chegava e tomava.
 Vai lá e toma a porra da tua vacina sem ficar com esse caralho de sommelier de vacina! Tem gente que quer tomar e não pode! Vão pra porra e #ForaBolsonaro",pt,
1399015008697307140,2021-05-30 14:49:05+00:00,haroldog12,1676340289,Haroldo,Ferraz,106,155,4581,,"Vacina sem eficácia é assim mesmo, só pra calar a boca de alguns",pt,
1399014018904477698,2021-05-30 14:45:09+00:00,DeusFamiliaBr,549254373,Dami - Feliz é a nação cujo Deus é o Senhor 🙌,"Ribeirão Pires, Brasil",1248,2214,7898,,"@PauloStFlexa @eskywoman @_mcalheiros @GustavoADS @lipesfj @AdrillesRJorge Segue:
Contra vacina = Contra a obrigatoriedade
Disse que era só uma gripe = para alguns
Indicou medicamentos sem eficácia = Muitos médicos indicam, porque obtiveram grande êxito com seus pacientes.
Tudo teve um contexto e com respaldo médico.
Falta interpretacao ou honestidade?",pt,
1399005644460593154,2021-05-30 14:11:52+00:00,wpj64,3083709977,Wagner,,6,26,1100,,"@jairbolsonaro Genicida é Doria e sua quadrilha, compraram uma vacina inexistente e sem eficácia alguma, enganando as pessoas que acham estar imunizadas e se contaminam e morrem.
Genocida é a Globo e a CNN ambas claramente fazendo campanha contra um governo democraticamente eleito. Bandidos",pt,
1399002475336814597,2021-05-30 13:59:16+00:00,Keibadji,46502529,Jean vulgo Kei,Distrito Federal,578,599,18031,,"@aclareto @rod_236 @augustodeAB Vai ver pq o genocida ALÉM de promover aglomeração, impediu vacina, jogou o Brasil num obscurantismo absurdo e enfiou remédio sem eficácia goela abaixo do povo.

Ngm aglomeraria se esse governo fosse menos perigoso do que o vírus per se",pt,
1399002362480578565,2021-05-30 13:58:50+00:00,EdmrciaBarreto,814133946,Edmárcia,"Bahia, Brasil",114,172,3577,,@Metropoles Uma vacina sem eficácia ...se compra isso antes da aprovação pela Anvisa seria outro mi mi mi mi,pt,
1398998738610364416,2021-05-30 13:44:26+00:00,shootingztarrr,763068630024216578,𝐚𝐧𝐝𝐫𝐨𝐦𝐞𝐝𝐚 ✧･ﾟ,,1450,460,18695,,"@LoBrando6 @EdemilsonLima @alepavanelli @brom_elisa @zfabrogmailcom @bellanna Querido, Bolsonaro foi negligente com a pandemia desde o início. Gastou dinheiro com propaganda contra o lockdown, com remédios sem nenhuma eficácia comprovada, não usava máscara, não respondeu os emails de oferta da vacina, sempre debochando das mortes +",pt,
1398983726130995201,2021-05-30 12:44:46+00:00,CandidadosSan10,1391861217329876995,Candida dos Santos,,90,245,4596,,"@rafaelmayer @GeorgMarques O problema é se contribuírem para aumentar as mortes, já que estamos com a terceira onda se antecipando, uma nova variante no país,  sem se ter certeza da eficácia da vacina contra ela. A irresponsabilidade do presidente não pode ser combatida com a mesma arma.",pt,
1398971573940494337,2021-05-30 11:56:29+00:00,Andyfalou,920744600830201857,👑Rainha faz assim 👑,,246,398,8115,,"@Wsanttos5 @andreacmrs @Ludmilla Petistas é seu cu. É o povo que foi as ruas, o povo cansado de perder seus entes, de não ter a vacina. Cansado de médico enfiar remédio sem eficácia comprovada.",pt,
1398969643621101571,2021-05-30 11:48:49+00:00,PasSaraleal,1550401590,Sara Leal 🇧🇷 #forabolsonaro,,221,237,8783,,"@Luk3sBR5 @gduvivier Chamo isso de LUTA PELA VIDA! 
“Desde o primeiro dia desse período tenebroso que estamos vivendo, Bolsonaro circula livremente por aí, aglomerando, debochando, fazendo campanha por um remédio que sem eficácia alguma, rejeitando vacina diversas vezes, criando um projeto de morte +",pt,
1398896734697316352,2021-05-30 06:59:06+00:00,MagoDoVentao,556017622,Mago do Ventão,,1431,2001,49675,,"@AleCostta @bbcbrasil Nunca será por causa de uma vacina experimental e sem eficácia comprovada. Sempre será por outra coisa, não é?

Lavagem cerebral foi completa.",pt,
1398896495026388994,2021-05-30 06:58:09+00:00,MagoDoVentao,556017622,Mago do Ventão,,1431,2001,49675,,@fbliporati @bbcbrasil A vida do senhor de 96 anos tem menos valor pra você ou você confia cegamente numa vacina sem eficácia comprovada?,pt,
1398872300540334082,2021-05-30 05:22:00+00:00,carlossantos456,122838849,Carlos Santos,Goiânia - Goiás - Brasil,11,63,402,,@o_antagonista A vacina sem eficácia.,pt,
1398825551490658306,2021-05-30 02:16:15+00:00,Irlanda77411410,1171493766701600768,Nice🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,"Brasília, Brasil",4135,5047,40659,,@Jambock67 @TerraBrasilnot Com uma vacina sem eficácia. O homem morre por sua ganância.,pt,
1398822617138728966,2021-05-30 02:04:35+00:00,gata_soturna,2300430144,blue 🦋,em casa,292,636,4387,,"@duktos a frente de um governo negacionista que recusa 11 ofertas de vacina, que recomenda remédio sem eficácia para tratamento precoce, que já fez VÁRIAS aglomerações desnecessárias para comemorar porra nenhuma, sim, uma manifestação contra esse imbecil é necessária. Boa noite pra você.",pt,
1398816084808155139,2021-05-30 01:38:38+00:00,MariaAu05431541,1104376156357345281,Maria Augusta,,5,63,746,,"@jdoriajr Você poderia então explicar porque uma vacina com toda essa eficácia, sem causar efeitos colaterais por ser um vírus inativado, até agora a Europa e USA não aprovaram?",pt,
1398807961250713601,2021-05-30 01:06:21+00:00,Mayer331,1220861708228550659,Mayer33,,0,8,1854,,"@folha Não precisa atestado, ninguém quer mais tomar uma vacina fraca sem eficácia ninguém vai furar fila somente se não tiver conhecimento",pt,
1398806628594589701,2021-05-30 01:01:03+00:00,henrique_trovo,362464136,para-raio de maluco (oficial),Cuba 🇨🇺,30872,2591,46971,,"@ChrystianSchmi Não peguei sem tomar nenhum remédio sem eficácia, e tomei vacina de Oxford 🥰🥰",pt,
1398804003157385226,2021-05-30 00:50:37+00:00,joiceferrer01,1369091405793091585,Joice,"São Paulo, Brasil",4,46,697,,"@Gabriel_Lizi @GuilhermeBoulos Desde o início da pandemia com o Bolsonaro aglomerando, incentivando o povo a não usar máscara, recusando a compra de vacina, incentivando o uso de uma medicação sem comprovação de eficácia, vc vem me falar do aumento da transmissão do vírus? Acorda pra vida!",pt,
1398800278414049282,2021-05-30 00:35:49+00:00,brunocastilho,28504039,Bruno Castilho,Taubaté - SP,623,511,8008,,"@JoseMedeirosMT @marigraciolli @blogdohugo Vamos tentar desenhar: estamos numa pandemia. Batemos recordes de 4 mil mortes num dia há dois meses. Sem vacina, a probabilidade de as pessoas continuarem morrendo pelo vírus continua alta. Enquanto isso, o presidente fez propaganda de remédio que não tem eficácia. Entendeu?",pt,
1398795848453140487,2021-05-30 00:18:13+00:00,Irlanda77411410,1171493766701600768,Nice🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,"Brasília, Brasil",4135,5047,40659,,@TerraBrasilnot Com vacina chinesa sem eficácia.,pt,
1398794090989359106,2021-05-30 00:11:14+00:00,jvalcanti071,826525074555564032,@acesspiso09,"Natal, Brasil",56,392,2841,,"@lesarmol @ProBrasil_ Na real, a vacina está sendo imposta por pressão psicológica, porque não tem eficácia 100% e sim muita politicagem e falácias. Sem o  AGRO não se tem comida, portanto, é primordial. O pt não nos roubou tudo, ainda temos Matéria Prima e Produtos para vender.Tempo nada apaga,mostra",pt,
1398793175297409025,2021-05-30 00:07:35+00:00,weltonrei,3632715621,Welton Reis🇧🇷,"Corumbá, Brasil",1361,1980,13054,,"@AllanGarcs1 Dr, o problema agora o problema é a velocidade na formação das novas cepas devido a vacinação em plena epidemia, com isso os anticorpos com ou sem vacina não serão terão grande eficácia.",pt,
1398792585162940422,2021-05-30 00:05:15+00:00,joaodedeuscruz,203947851,João de Deus Cruz,Brazil,9,43,1022,,"@CarlaZambelli38 Calça apertada que compra vacina sem ou quase sem eficácia, nariz Vermelho de M...",pt,
1398790991147114496,2021-05-29 23:58:55+00:00,elifarias77,2243323719,Li,"Porto Alegre, Brasil",79,488,1620,,"@BolsonaroSP Não vai para ciência, para educação, para saúde , conpra de vacina e combate a fome e ao covid! Vai para comprar centrão, fake news, financiar gabinete do ódio, comprar remédio sem eficácia, tratores superfaturados, gastar no cartão corporativo, leite condensado superfaturado!",pt,
1398790791028514817,2021-05-29 23:58:07+00:00,KakunaMatat4,992972474282278912,João em espanhol,"São Paulo, Brasil",127,674,2549,,"@GuilhermeColet8 Errado é não tomar posição contra o presidente que nega vacina, gasta dinheiro público com remédio sem eficácia e bloqueia todas as pessoas que são contra ele nas redes sociais",pt,
1398785678125768706,2021-05-29 23:37:48+00:00,rejtman,2375661671,IR18,,327,643,15870,,"@marcelloneves72 @Jambock67 foi o q disse qdo deram o resultado sobre a eficácia e o agripino foi p Miami, 50,38% de eficácia = a 50% de chaces de ser contaminado sem a vacina; esse negócio de dizer eficácia sobre casos graves é anedota pq a pessoa já estará entubada; se cogita a 3ª dose p melhor o efeito",pt,
1398784077537460224,2021-05-29 23:31:26+00:00,peepinred,1147218766868226048,dudinha,,3523,3645,33317,,"@DMoraaess @sorrettt três ofícios assinados pelo diretor do instituto butantan, oferecendo a vacina. todos sem resposta. isso significa oque? que não quiseram pq preferiram gastar dinheiro em um remédio que ja foi praticamente comprovado que nn tem eficácia contra o vírus",pt,
1398783421757886470,2021-05-29 23:28:50+00:00,HerculesDossa19,1257447385069957125,Hercules Dos santos,,9,99,596,,@marcelomedici Narrativa em cima de narrativa compra vacina sem registro da Anvisa estudos comprovando que coronvac vai de 68% a 28 % a eficácia china processando a phizer e vcs da esquerda posta besteira,pt,
1398782938024644608,2021-05-29 23:26:55+00:00,luizadamorim,3018173349,Luiza Amorim,,500,1285,1054,,"1. Recusou a vacina +10 vezes
2. Não usa máscara
3. Promove aglomerações
4. Luta contra medidas restritivas
5. Promove o uso de remédios sem eficácia comprovada 

Chega! Já são +450 mil mortos por uma doença que tem vacina. Bolsonaro luta contra nossa vida #ForaBolsonaroGenocida",pt,
1398780715353923587,2021-05-29 23:18:05+00:00,AranhaDomilson,1380692818675503105,Domilson Aranha,,3,5,86,,"@UOL Vacina sem eficácia e só enganação dos chineses, tudo o que eles fazem é duvidoso.🇧🇷",pt,
1398776037874470922,2021-05-29 22:59:30+00:00,Gab20207,1239169612614426626,Gab2020 - Gabzinha🇧🇷🇧🇷🇧🇷,,32,755,1016,,"@AugustoVilelaP @fpulcineli Governador já falou várias vezes que tratamento precoce é epi, álcool, distanciamento e VACINA o mais rápido. Não defende cloroquina e remédios sem eficácia",pt,
1398775555374395393,2021-05-29 22:57:35+00:00,giovannamccgb,1005258315914506240,Gi,,702,1582,75035,,"@RosaJordo1 @costasa_ @beleza_anaa @Ren4tobru @g1 Vc defende o Bosta a não comprar vacina, mas apoia ele oferendo remédio sem eficácia pra população.. que dó de você, sério.",pt,
1398775463263277061,2021-05-29 22:57:13+00:00,Keibadji,46502529,Jean vulgo Kei,Distrito Federal,578,599,18031,,"@thunderbout Não é contra aglomeração
É contra o governo genocida que ALÉM de promover aglomeração, se esforçou ativamente para não dar vacina e remédios sem eficácia
Fez política de morte como tentativa burra de deixar a ""economia girar""",pt,
1398774886378708992,2021-05-29 22:54:55+00:00,LaudenorM,1328711167494254592,Laudenor Muller,,13,66,1263,,@jdoriajr João o mentiroso vacina quase sem eficácia,pt,
1398771716789358593,2021-05-29 22:42:19+00:00,AquarelaTV,1384306177350127623,AquarelaTV,,21,21,1214,,"""Ao término dessa reunião, sem politizar, sem brigar e sem ofender, mas quero afirmar que aqui em São Paulo, aqui é a terra da vacina, não é a terra da cloroquina"", disse, em referência ao medicamento sem eficácia comprovado para o tratamento da Covid-19,",pt,
1398759864323747843,2021-05-29 21:55:14+00:00,BoniniGirl,24642654,La Bonini,"Rome, Lazio",395,352,24557,,"@lolaescreva Eu também tive dor no braço, mas não fiquei abatida. A dor passa logo, fui vacinada com a Pfizer na quinta e hoje já estou sem dor. Realmente isso não é nada, estou muito feliz por ter sido vacinada e ainda mais com uma vacina de alta eficácia.",pt,
1398756007329796097,2021-05-29 21:39:54+00:00,igor_dermpath,183040705,Igor,,186,187,2007,,"@caetano49_ Cara, muito sincero, ficaria tranquilo com qualquer vacina, contanto que estivesse vacinado.
Se fosse pra escolher, a com maior eficácia, claro. Mas antes da que tivesse maior eficácia, a que viesse primeiro. Sem sombra de dúvidas!",pt,
1398751910153404417,2021-05-29 21:23:37+00:00,ElrijasonPinhe1,1246138400647897089,Elrijason Pinheiro,"Macapá, Brasil",21,173,2285,,"@MarciaDePdua1 @BrenoFonsecaMG Me responda vc viu Bolsonaro mandando fechar escolas,comércio? Vc viu Bolsonaro negando mandar dinheiro pra estados e municípios? Vc viu ele mandado aplicar no povo uma vacina sem garantias técnicas e comprovada eficácia?",pt,
1398750245501161473,2021-05-29 21:17:00+00:00,Rbbkmol,66399789,Rbk Filha do meio,Brasil,338,338,11321,,"@oatila Mas é exatamente isso que o governo federal almejava. Dá oara ver nas fake News sem base científica, falando que a Vacina não tem eficácia. É difícil dialogar com quem não quer",pt,
1398749549582225410,2021-05-29 21:14:14+00:00,PontesFranca,55722601,Pedro Fã da Domitila Barros,"Curitiba, Brazil",276,783,19147,,"@julianoferrer @doisdedosdeteo O Bolsonaro: Não comprovou vacina; promoveu inúmeras aglomerações sem máscaras; subestimou e debochou do Covid; menosprezou o lockdown e ainda entrou com uma ação contra o mesmo no STF; Fez propaganda de uma remédio que não tem eficácia comprovada; 
Ou seja.",pt,
1398742885986623490,2021-05-29 20:47:46+00:00,DeniseSimonett7,1272943836763996160,Denise Simonette,SC,5443,5978,49757,,@tcriss23 @DamaresAlves A primeira vacina pronta só foi aplicada em Dezembro; no Brasil só deram entrada na Anvisa em Janeiro 🤔🤷🏻‍♀️ a lógica era comprar sem comprovação de eficácia e segurança 😬😬🥴🥴🙄🤷🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️pensa,pt,
1398740579870195712,2021-05-29 20:38:36+00:00,Lucasbomber,24178827,Lucário,"São Paulo, Brasil",364,446,23350,,"@call_assol @Pedro_Paraiso @nadanovonofront Se o presidente tivesse comprado a vacina na hora certa e não recusado várias vezes...e se não tivesse feito campanha pra medicamento sem eficácia não estaria assim
E se não tivesse feito campanha contra o distanciamento 

E outra hospital de campanha não possue UTI",pt,
1398733073873780745,2021-05-29 20:08:46+00:00,OficialAdeodato,847504136295677952,#OMaiorDeTodos #ObrigadoDinamite 🥊 💢 🥋 🇧🇷,"Rio de Janeiro, Brasil",14178,14290,88174,,"@jctm1 Vacina, revacina, revacina e vão empurrando água de salsicha sem eficácia nenhuma... isso é um crime que estão cometendo",pt,
1398726056509640710,2021-05-29 19:40:53+00:00,BeleskRiberto,2941045090,Riberto Belesk,,7,32,91,,"@alessandromolon @butantanoficial Existe leis no Brasil , e sem evidência  e comprovação e testes da eficácia da vacina não teria como comprar .",pt,
1398725660458225671,2021-05-29 19:39:19+00:00,valcris15011791,1105659544951234561,🚩Cinderela é o Carvalho 🚩,"Rio de Janeiro, Brasil",2759,2944,45573,,@paulopinheirorj Acabei de ver uma conhecida perguntando se alguém sabia em que posto estavam aplicando a vacina da Pfizer. O que complica são matérias jornalísticas sem o menor cuidado. Muitas vezes questionando a eficácia de vacinas 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ Tempos muito difíceis.,pt,
1398725564115136519,2021-05-29 19:38:56+00:00,esgribuu,203355777,💫,,105,523,7742,,"@adrianebotrel @mariabopp Outra discussão sem pé nem cabeça: eficácia.

Eficácia da vacina da gripe é 25% (dados de 2018).

Quantos idosos ou outros grupos de risco morreram de gripe após terem se vacinado?

https://t.co/m5IgKI9fwf",pt,
1398719392746250242,2021-05-29 19:14:24+00:00,WBastos2,1397638341584162824,Wender Bastos,Gouveia - L.P Minas Gerais,7,47,1004,,"@lettsilv @KimKataguiri Ele n negou a vacina, ele mesmo disse na cnn q mesmo q fosse aprovada ele n iria comprar a vacina, ele foi um inconsequente estimulando seu gado n respeitar a pandemia e muito menos se proteger e proteger ao proximo pois em cheque a ciencia e saiu divulgando remedio sem eficácia",pt,
1398717035375431680,2021-05-29 19:05:02+00:00,Marilen43602862,1254832556148695041,Marilene,,18,48,766,,"@soniaferreira42 @epocanegocios @jdoriajr Mesmo assim, é melhor a pouca eficácia, do que ficar pelo menos sem a esperança de uma vacina para salvar vidas. Sabe porque o Brasil não vai acabar com a pandemia, porque temos um genocida governando.",pt,
1398712850798071813,2021-05-29 18:48:25+00:00,ivyxknow,1311824062470070272,AFRODITE in CAOS,zendaya|navy|,167,289,5917,,"@Marcosrochaz @mmoreira_igor Uma pandemia sem precedentes com o atual presidente recusando +/- 11 ofertas de vacina; descredibilizou e fez propaganda anti- ciência, promoveu aglomerações e também aglomerou; promoveu remédios sem eficácia; bombardeou a política diplomática; nenhum plano econômico decente...",pt,
1398707565765222407,2021-05-29 18:27:25+00:00,RobertoCalazan6,1145012165432291333,Roberto Calazans,,161,373,12082,,"Esta é sem sombra de dúvidas, a melhor vacina contra corruptos e picaretas que ainda assolam o Brasil. A eficácia dessa vacina vai depender do voto dos eleitores nas próximas eleições, para expurgar para sempre da vida política esses elementos.",pt,
1398702074511175680,2021-05-29 18:05:35+00:00,NadaliniGui,3371108811,Gui Nadalini,Pouso Alegre - MG,1072,1123,64908,,"@Guribelima1406 Um lado defendendo aglomerações, não uso de máscara, remédios sem eficácia e demonizando a vacina. O outro lutando pro presidente (que faz TD q citei acima) cair. Totalmente simétrico, parabéns espertao",pt,
1398699515985764354,2021-05-29 17:55:25+00:00,Anabibbis,334895619,dina,,1751,828,111073,,"Continuem manifestando em redes sociais, o presidentes vai ler todos os tweets, logo, eficácia total!!! Não importa se vc vai morrer de COVID por ter q ir trabalhar sem vacina ou por fome já que o preço da cesta básica está absurdo, fique em casa aguardando sua hora de morrer!!!",pt,
1398691410807857153,2021-05-29 17:23:13+00:00,gcfinvante,1015344030081802242,bibia⁷; face,𖥻 busan boys ♥︎,18615,9793,137458,,"@vantvkth não, é pq aqui no brasil continuam morrendo duas mil pessoas por dia, o governo de vez comprar a vacina na época que foi oferecido, não fizeram isso, estavam preocupados em indicar remédios sem eficácia pro corona, agora temos quase 600 mil mortos aqui",pt,
1398681289985867783,2021-05-29 16:43:00+00:00,MelSantos01,1220165086582538242,🍯,,62,183,919,,"@JoFeijo5 @CaRoulLindona @Adriano47528053 @ClaudioSSMendes @oficial_rollo Me mostre os presidentes que recusaram propostas de vacina, me mostre presidentes que compraram medicamentos sem eficácia, me mostre presidentes que disseram ""não sou coveiro"" ""todo mundo morre um dia"", espero de coração que você não tenha perdido ninguém p algo que já tem vacina",pt,
1398676524480466946,2021-05-29 16:24:04+00:00,forsterhd,36472799,José Guilherme Förster 🇧🇷 🇩🇪,São Paulo - Brasil,77,204,2147,,"@JoaoAirton2015 @CarlaZambelli38 Vacina sem eficácia, onde quem toma pega Covid como se nunca tivesse tomado nada e que ele não tomou, pq por ""estranha coincidência"", na vez dele era a Pfizer e não a VaChina, se ele fosse honesto teria tomando a da China, mas com ela, ele tb não poderia mais viajar pros US ou CE",pt,
1398675603763699715,2021-05-29 16:20:24+00:00,carlavieira,9330612,Carla,Brasil,607,1287,17609,,"@MaraboTomas @LuanSperandio É você. Fui no seu perfil e vc defende todo o tipo de barbaridade. Remédios sem eficácia, no lugar de vacina? Amigo olhe para os outros países. Vacina é solução. Você é um negacionista compulsivo e mal caráter",pt,
1398673370988879873,2021-05-29 16:11:32+00:00,GomezzChico,1328310094065504256,Chico Gomezz,"São Paulo, Brasil",925,1346,18155,,"@jdoriajr Agora falta pegar governador que robou o dinheiro da saúde, distribuiu vacina sem eficácia e destruiu a economia de SP! DoriaGenocida! #EuApoioBolsonaro2022",pt,
1398670802078285826,2021-05-29 16:01:19+00:00,Pedro88382639,1357488694605840385,Pedro,,2,76,384,,"@JovemPanNews @B_Manfredini Um veadinho que acabou com milhares de empregos , acabou com o sonho de milhares de microempreendedores , produziu uma merda de vacina sem eficácia e que não é aceita em vários países , ou seja , um bosta que vai ser varrido em 22",pt,
1398670779437420550,2021-05-29 16:01:14+00:00,HMoura15,1392994871103926273,HMoura,,1,6,472,,"@abeldasorte @CarlaZambelli38 Gado toma vacina sem saber como foi feita e nem sua eficácia ao certo, VC DEVE CHAMAR AS PESSOAS DE GADO MAS É O BOVINO.",pt,
1398670398691188739,2021-05-29 15:59:43+00:00,Marcosjmab,1382605372041662467,Marcos,"Capanema, Brasil",1,221,1188,,"@GuilhermeBoulos Terrorista 

GENOCIDA

Sem máscara 

Hipócrita

Vacina sem eficácia 

Aglomeração 

Negacionistas 

Morte aos vermelhos",pt,
1398670306143768577,2021-05-29 15:59:21+00:00,Denise07093751,1386446313361903617,Denise,,9,49,448,,"@abeldasorte @CarlaZambelli38 Vacina coronavac com 28% de eficácia e sem a 3 fase exigida pela Anvisa , sei ? Tomei a astrazenica , obrigada meu presidente Mito , não vou ser cobaia de chinês , e encher os bolsos do Agripino😎👉🇧🇷",pt,
