id,date,user_name,user_id,user_displayname,user_location,user_followers,user_friends,user_statuses,retweeted,content,lang,is_missinginfo
1399136896492740610,2021-05-30 22:53:25+00:00,nelsonmjunior,27439179,𝕹𝖊𝖑𝖘𝖔𝖓 𝕸𝖆𝖈𝖍𝖆𝖉𝖔 𝕵𝖚𝖓𝖎𝖔𝖗 🏆🏆🏆,"Rio de Janeiro, Rio de Janeiro",776,681,21738,,@oiIuiz Já considerava a VaChina vagabunda antes mesmo de começar sua aplicação no povo. Essa não tomo nem que seja a última disponível!,pt,
1399134318669279233,2021-05-30 22:43:10+00:00,goesgraa,2163366890,Graça Goes,"Ilhéus, Brasil",12,39,294,,"Mark Zuckerberg foi claro só afirmar que a Vachina altera o DNA das pessoas e que pode haver perigo a logo prazo, depois se contradiz.Por quê? Ameaça, pressão? 
Vai saber...🤔🤬",pt,
1399133846612873219,2021-05-30 22:41:18+00:00,MaraDaPenhaLei1,1366907891177914371,María Da Penha Leite Dos Santod,,17,58,100,,"@WanmingYang @wdiaspi @jdoriajr @FlavioDino Fora china comunista!!! Respeitem a soberania nacional!!! Essa vachina  já estava programada mesmo antes de aparecer esse vírus chinês.Essa fraudemia já está revelada,junto ao 
garoto propaganda com o Dória chinês!!!
#BolsonaroTemRazao",pt,
1399132870078259205,2021-05-30 22:37:25+00:00,Out___ofTheBox,90955059,"Iury Lima, PT Fóbico. Libertas Quae Sera Tamen.","Miami, FL",877,5000,21313,,"@tercalivre Por que o governo deveria dar preferência à vaChina - menos eficiente, mais cara (provavelmente ""custo político"") e provinda da ditadura que causou o vírus?",pt,
1399131689578811402,2021-05-30 22:32:44+00:00,Cassia_NatalRN,1130220769127088128,Rita de Cássia,"Rio Grande do Norte, Brasil",879,1769,13840,,"@RaquelBlak @AleGZahra38 Enquanto isso , ele , o Ditadoria, está cada dia mais rico com a “vachina” do amigo Chinês do Dimas Covas",pt,
1399131430714761216,2021-05-30 22:31:42+00:00,versao_real,742517291229794306,Marcus Vinícius,"Brasília, Brasil",1378,1241,129120,,@Edu70sp Vachina?,es,
1399130674771202048,2021-05-30 22:28:42+00:00,JonasFr60258172,1247881857665921025,Jonas Francisco Machado,"Franco da Rocha, Brasil",53,164,3211,,"@analise_covid19 @mellziland Put aki par you, o jornalista que desejou a morte do Presidente morreu após tomar as 2 doses dessa vaChina, cadê a segurança e o nível de confiança exigidos pra autorizar essa vacinação!?",pt,
1399129070315651073,2021-05-30 22:22:19+00:00,Belcc102,1354627289129103365,Belcc10 2 🇧🇷🇧🇷🇧🇷🇧🇷 ⚫⚪🔴,,1349,1679,60375,,"João Agripino @jdoriajr
hipócrita lunático Lockdown e VACHINA NÃO 
#ForaDoriaDitadorgenocida",pt,
1399128670606958600,2021-05-30 22:20:44+00:00,RosangelaVent,1108717371806662662,Rosangela👊🏻,,7388,7556,14847,,@MADel231276 @oiIuiz Isso mesmo! Tomou a vachina!,pt,
1399127064771543041,2021-05-30 22:14:21+00:00,Fernand32956519,1239267964450484224,Fernandes,"Holambra, Brasil",43,189,9115,,O grupo @folha acredita na vachina placebo do Butantã... https://t.co/WMSUcoCICl,pt,
1399126840036450306,2021-05-30 22:13:27+00:00,caaf18148e3641f,3108056980,ANDERSON SANTOS,,53,262,2163,,"@maristelademelo O João  CALCINHA APERTADA doriana , fes a propaganda da vacina da China mais foi lá e tomou a da faizer,  vc acha que ele iria por a rabiola dele em risco,  uma se tomase a vachina não  poderia entrar nos EUA, os EUA não aceitam a eficiência da  vachina.",pt,
1399126696876515334,2021-05-30 22:12:53+00:00,CatyPontes,505975609,Catarina Pontes 🇧🇷🫶🇧🇷🫶,Rio de Janeiro,681,1010,4539,,"@CharlesMais Vai lá e tome a vachina e tenta  sair do país! Para um bom entendedor, um pingo é letra! Vc merece",pt,
1399125665979506688,2021-05-30 22:08:47+00:00,MarlyCo53710510,884857988254769153,Marly Costa🇧🇷🇧🇷 #bolsonaroMito,"São Paulo, Brasil",475,708,6133,,@ludmilagrilo Pessoas tomaram a vachina e está intubado em UTIs. #BolsonaroOrgulhoDoBrasil #BolsonaroPresidenteAte2026,pt,
1399125314865930243,2021-05-30 22:07:24+00:00,Belcc102,1354627289129103365,Belcc10 2 🇧🇷🇧🇷🇧🇷🇧🇷 ⚫⚪🔴,,1349,1679,60375,,"João Agripino @jdoriajr
hipócrita lunático Lockdown e VACHINA NÃO 
#ForaDoriaDitadorgenocida",pt,
1399123512586129410,2021-05-30 22:00:14+00:00,RicardoFOCampos,1224493974976630784,Ricardo Campos 🇧🇷👉🏽💪🏽,Minas Gerais & Rio de Janeiro,1413,1821,13373,,@TercioTomaz Vachina fake?,en,
1399123368637513729,2021-05-30 21:59:40+00:00,EC_Onze,587292803,"KyleRittenhouse foi inocentado, Chorem BigTechs!",Coréia do Norte de São Paulo,688,215,95114,,"O curioso caso do blogueiro raivoso que seguiu as regras do Mandetta, tomou as 2 doses (inúteis) Vachina do Dória, recusou o ""remédio do Bolsonaro"" e virou vítima do Vírus do #CCP, e tudo por culpa do Bolsonaro! https://t.co/j7PW0oY48b",pt,
1399122334544449539,2021-05-30 21:55:33+00:00,ReginaB2022,375175921,Regina,Brasil,893,907,29681,,"@oiIuiz É tanta idiotice que só rindo...
E hoje fui chamada de “negacionista” porque falei que a #Vachina não funciona...",pt,
1399122323538681863,2021-05-30 21:55:31+00:00,edriansantos_,296935478,Édrian Santos,"São Paulo, Brasil",1455,535,15068,,"@Maylson10591867 @fabiofaria Um contrato que deveria ser assinado em 2020, tanto com a Pfizer como a Coronavac. Mas o presidente insistiu em desestimular a vacinação e preferiu dizer que a população viraria jacaré e que não compraria a “vachina do Doria”. Se não fosse a política do Doria, não teríamos nada.",pt,
1399121406315610119,2021-05-30 21:51:52+00:00,Pepita27416674,1352363767108149252,Pepita,,11,44,1603,,@domlancellotti @profpaulamarisa A vachina é tão boa que estão aplicando até em defunto 🤣🤣🤣🤣🤣🤣,pt,
1399121174261604353,2021-05-30 21:50:57+00:00,guerra_newton,26595368,Newton Guerra,"Teresina-PI, Brasil",150,397,782,,Será que a vachina do Doria protege tanto assim ? https://t.co/JlQwhfF9I8,pt,
1399120262562562052,2021-05-30 21:47:19+00:00,fabio_rego,71844440,Severino de Aracaju,"Montevideu, Uruguai",187,500,21943,,"@profpaulamarisa Não temo variantes da peste chinesa, estou vacinado com a Vachina! https://t.co/g4zJApJmkZ",pt,
1399118762746462212,2021-05-30 21:41:22+00:00,Claudiasouzara2,1356808022388068356,Claudiasouzarabelo@gmail.com,,32,216,3277,,@LucianoHuck Tomou a vachina..,en,
1399116093910925318,2021-05-30 21:30:45+00:00,Marco01696871,1129859726899122177,Marco 🇧🇷,"Santos, Brasil",4667,4699,92821,,"@carteiroreaca @AlineHumbaline @MarcosRogerio @EduGiraoOficial Dimas covas e doria tem que ser convocados na @AssembleiaSP para explicar a “ciência “ que seguem e já matou mais de 110 mil paulistas no Estado de São Paulo.
@DouglasGarcia já vem tentado abrir esta caixa preta da vaChina https://t.co/UKODKHS6Eg",pt,
1399115724480733188,2021-05-30 21:29:17+00:00,darcymsales,1126467997,@darcymsales,"Pedro Leopoldo, Brasil",229,334,8579,,"@DrSenso Cuidado filha esta vachina não imuniza ninguém, faça um teste imunológico daqui 30 dias.",pt,
1399115274767450117,2021-05-30 21:27:30+00:00,josetomazfilho,74247205,Tomaz,Internet,14222,3610,341419,,"#BolsonaroPresidenteAte2026 Flamengo vence, e o 'narrador servidor da GloboLixo' continua expelindo sandices. Para justificar a grana do PCC (q 'repôs' a 'bolsa imprensa'), em vez de exaltar Arrascaeta,Bruno Henrique,Pedro,Bruno Alves,Felipe e cia, foi fazer propaganda da vaCHINA",pt,
1399114977370324997,2021-05-30 21:26:19+00:00,josetomazfilho,74247205,Tomaz,Internet,14222,3610,341419,,"#BolsonaroPresidenteAte2026 Flamengo vence, e o 'narrador servidor da GloboLixo' continua expelindo sandices. Para justificar a grana do PCC (q 'repôs' a 'bolsa imprensa'), em vez de exaltar Arrascaeta,Bruno Henrique,Pedro,Bruno Alves,Felipe e cia, foi fazer propaganda da vachina",pt,
1399113518620852224,2021-05-30 21:20:31+00:00,RicardoBrea13,1275355327869915136,Ricardo Brea,,4,9,212,,Quero saber qdo tu vai se vachiná???,pt,
1399110343796871175,2021-05-30 21:07:54+00:00,NMito2022,1364323247261646851,NeliaMito2022🇧🇷🇺🇸🇮🇱,,2456,2597,55044,,@Laura_opressora @CarlaTaveira2 Pediu tanta o vachina pra morrer.  Os petralhas pedem tanto a vachina pra morrer vacinados. E haja morrer gente pós vacina. E o Queiroga ainda quer que o povo tome este veneno chinês. Ele que tome e dê pra sua família. Eu e minha família não iremos tomar vacina de ninguém. 👿,pt,
1399109132548988930,2021-05-30 21:03:06+00:00,Geraldo_Olivera,110279012,Geraldo Oliveira 🇧🇷,Brasil,5305,4440,74292,,@coronelsandromg @UnbornLiberty E tá cheio de brasileiro doido para tomar essa Vachina.,pt,
1399108069926346756,2021-05-30 20:58:52+00:00,CBBranco1,1235315900141666305,Ana Castello Branco,BataCity USA,528,624,44011,,@LucianoHuck Com 2 doses da vachina...,pt,
1399107801813770249,2021-05-30 20:57:48+00:00,allanorto23,915588432134656001,Allan Miranda 2️⃣2️⃣🇧🇷,"Rio Verde,Goiás ",324,777,5257,,@TonyStarkMeta E pior tinha tomado as 2 doses da vachina,pt,
1399107736399273990,2021-05-30 20:57:33+00:00,MariaLuizaMazz,735854836789448704,Maria Luiza,United States,161,286,11809,,@WanmingYang Para que? Para produzir a vaChina que o mundo não quer.,pt,
1399107673900126208,2021-05-30 20:57:18+00:00,SantosClara14,951833311126654977,Clara Santos,,3305,5079,22641,,@LtSomerset @jose_simao Vai lá cobaia! VaChina EXPERIMENTAL!  Beleza!,pt,
1399106271027073027,2021-05-30 20:51:43+00:00,Luciano54262680,995366329204043776,Luciano Motta,,5692,5177,62193,,CORONAVAC a Vachina! Quem tomou deve ser vacinado de verdade com Oxford ou Pfizer!,pt,
1399105247499403264,2021-05-30 20:47:39+00:00,Narasimharaju63,796050743673425920,Raju Narasimha,"Albany, NY",18,50,179,,Pani vachina vadu pulihora kalapadu. Pulihora kalipeyvadu pani cheyadu.,und,
1399104864433627136,2021-05-30 20:46:08+00:00,SantosClara14,951833311126654977,Clara Santos,,3305,5079,22641,,"@LtSomerset @jose_simao Esse negacionista aqui tomou o “ kit COVID” e não esperou a VaChina, está vivo até hoje https://t.co/aTeMtrbKuR",pt,
1399102666568081424,2021-05-30 20:37:24+00:00,EstelarPatrulha,1361427255294124036,Patrulha Estelar,,33,190,1536,,"@JoaoVictor1979 @miriambteodoro @pedro_pan_ @BolsonaroSP Negou a Vachina,que não funciona? https://t.co/SrBrCG4I9U",pt,
1399099441664213000,2021-05-30 20:24:35+00:00,abcdasilvadef,1137123103241318400,abcdasilvad,Greenland,46,83,4444,,@diogomainardi Todas as assanhadas do Bolsonaro estão imunizadas pela vachina do Dória.,pt,
1399098209771872258,2021-05-30 20:19:41+00:00,ivanbenazzi,1170333712438964224,Ivan Benazzi ∴,"Itala, Sicilia",184,99,22836,,"O povo paulista tem TODO o direito de saber o que está sendo feito com seu dinheiro.
O Agripino aumentou impostos durante a pandemia para aumentar os gastos com publicidade 🤬.

Parece que a Globolixo demoniza o tratamento precoce e sempre elogia a ""vaChina"" 🐊 por um motivo: 💰. https://t.co/VaHtKTTw9j",pt,
1399096583594065923,2021-05-30 20:13:14+00:00,Tnia72400980,1086375342313484289,Tânia@machado,,505,834,21286,,"@tercalivre A vachina com 28% de eficácia?aquela q se vc tomar não pode entrar na Europa, EUA etc. Ninguém dá minha família quis tomar dela...",pt,
1399096293109243913,2021-05-30 20:12:04+00:00,onaicul1975,1359600355240275976,Luciano,"São Paulo, Brasil",473,805,6641,,@diogomainardi Olha aí a vachina e os lobbies...,pt,
1399095907572977669,2021-05-30 20:10:32+00:00,SplitFlavio,1374044141986910210,Flávio Split,,8,108,165,,@ppffcosta73 Detalhe é que ele havia tomado as duas doses da vachina...,pt,
1399095378591555593,2021-05-30 20:08:26+00:00,jaimes_sousa,1135585306449719301,Jaimes Barreto de Sousa,,194,233,11721,,"...no ""tratamento do Doria"" que SEM comprovação alguma (e o fatos demonstram isso) indica uma vacina bem xinguilingue. Em breve sairão PROVAS de que uma ruma de gente morreu PORQUE essa vachina não serviu pra NADA! Apenas abriu espaços para novas cepas.",pt,
1399095019269730306,2021-05-30 20:07:01+00:00,Alvimar_JB,161477043,Alvimar J. Barbosa,São Paulo,207,23,34686,,@tercalivre #vachina?! Com a menor eficácia do mercado?! CPI do circo mesmo!!,pt,
1399094765984043011,2021-05-30 20:06:00+00:00,tweetforHitman1,978751532,Lone Traveller,,1553,1522,74702,,"Nenu chinnapti nunchi vintuna ""mee vuruki road vasthundhi ani""
Enno parties ruling ki vachina emi pekkaledhu 

Sanction chesaro ledhu teliyadhu...sanction ayyinte vachina funds evaru mingaro teliyadhu 

Andaru dongale 
#Tdp #Ycp #Congress",et,
1399094215829770240,2021-05-30 20:03:49+00:00,lidialuiza,47802233,claquete,,629,412,17751,,"@EdgleyGreat @chinaina Trump não tinha provas e Bolsonaro também não. Fake news, cortina de fumaça, alienação de whatsapp. Facada, mamadeira, vachina, cloroquina, voto impresso. É tão difícil assim de compreender a intenção disso?",pt,
1399093755953680387,2021-05-30 20:01:59+00:00,CultFanIkkada,387662248,Vicky #OG,"Hyderabad, India",13793,932,219346,,@AdityaMb_4005 @manoharreddy461 ippudu kooda heros anthe unnaru..but fans eh ala leru..audio functions ki cheif guest vachina maa hero valle ground full aindi..ila comparisons chesukoni kottukumtuntaru,et,
1399092037702520835,2021-05-30 19:55:10+00:00,lvcasribeiro,2655947178,pai de planta ☭,westview,342,143,67168,,@0800mundo por isso so vou tomar a vachina,pt,
1399091560084606976,2021-05-30 19:53:16+00:00,Reginal74268098,1348456077327785984,Reginaldo brasileiro,"Uberlândia, Brasil",1195,1205,19761,,@CarlosBolsonaro @jairbolsonaro E viris vem da onde a vachina vem da onde me achuda aí,pt,
1399091205154213892,2021-05-30 19:51:51+00:00,fredo_vieira,1241188528131891200,Fredo Vieira,,702,973,5862,,"O povo paulista tem TODO o direito de saber o que está sendo feito com seu dinheiro.
O Agripino aumentou impostos durante a pandemia para aumentar os gastos com publicidade 🤬.

Parece que a Globolixo demoniza o tratamento precoce e sempre elogia a ""vaChina"" 🐊 por um motivo: 💰. https://t.co/okBBWoPlkt",pt,
1399090916560887813,2021-05-30 19:50:43+00:00,ClaudioBeringhs,1059244134609928192,ClaudioAthaydeBeringhs 🇧🇷,Estados Unidos,17923,15650,51720,,"@Ventania38 Agora vamos ter 3a Dose da Fiocruz.
Isto é Bolsonaro salvando os Vachinados pela VaChina do Agripino.",pt,
1399090279500582912,2021-05-30 19:48:11+00:00,Fcsantosh,1277171160371703815,Nobody,New asgard,4266,2366,92484,,"Pokiri climax credit mb ki istunna 

Babu puri gadni baaga pindite vachina rasam aa climax 😋😋",et,
1399089965221490688,2021-05-30 19:46:56+00:00,RoderRock,70689698,Roder Rock,.il ,464,1563,60609,,"@PATRlOTAS E a vachina? Tomou não? 75 era idade de ter tomado faz tempo, mas morreu assim mesmo de covid? Ué? Vachina não funcionou?",pt,
1399089961153011717,2021-05-30 19:46:55+00:00,GilbertoCirilo1,1350431673926758402,Gilberto Cirilo Da Silva,,2,64,331,,"@lcatarin @jdoriajr Tá falando merda, nao seja leviano. Até hoje os resultados dos testes com a vaChina não foram entregues a Anvisa.",pt,
1399088708867923973,2021-05-30 19:41:56+00:00,Chandan_radoo,734294017131708416,Radoo,,4724,519,188375,,@sampuizzback @hariPokiri_23 Adi antha expectations ki thakkuva vachai anadu kani vachina lekka em undi 2003 okkadu 23+ share undi 2005 lo deeniki below 20 ante range maintain chesaru anthe thakkuva aipodaniki em undi bokka,et,
1399086795904753666,2021-05-30 19:34:20+00:00,ufrjdaopressao,724353125151346689,UFRJ da Opressão,Rio de Janeiro ,565,156,10423,,Bolsokira voltou ! E olha que o finado tomou as duas doses da vachina... https://t.co/DEZ467DBLN,pt,
1399085691204558849,2021-05-30 19:29:57+00:00,Killer_Kanchi,1262758850903412737,KANCHI🌾,"Badvel, India",1894,1051,62866,,"@preetham_MB @AthadiFanlkkada Khaleja theatre lo nacchale 
Evariki 
Lekapothe 3y taravata vachina mve ela undali asalu",et,
1399085152479944711,2021-05-30 19:27:48+00:00,AriBrasil61,707872572,Ari Br@sileiro,"Porto Alegre , RS , Brazil",54306,56482,287369,,@ClovisBarros7 @zoccolicb @sol_7lessa A vachina não tinha sido testada em idosos . E idosos brasileiros foram os primeiros a serem vacinados,pt,
1399084871272697856,2021-05-30 19:26:41+00:00,CultFanIkkada,387662248,Vicky #OG,"Hyderabad, India",13793,932,219346,,@manoharreddy461 @AdityaMb_4005 1980 lo vachina punnami nagu cinema choodu.. Directors pandaga chesukuntaru alanti actor dorikithe,et,
1399084414936756228,2021-05-30 19:24:52+00:00,pavanztweets,1142424378287775745,kullasai Babai,Nuvvunaakinapaalem,2496,164,66337,,Avasaram leni details adagalane durada enduku. Adagaleka podam enduku. Muppi vachina ee musti alavatu taggale,et,
1399084414605332483,2021-05-30 19:24:52+00:00,CoxinhaBaiana,793949732209102848,Paula2ag 🇧🇷,Salvador,3040,2554,68247,,"@LucianoHuck Sabe qual foi a vaCHINA?
Ela mesma: Coronavac do @butantanoficial 

Reclama lá, branquelo milionário militante do caos https://t.co/9CVUZMMg9v",pt,
1399083721681108994,2021-05-30 19:22:07+00:00,akhilTweetszz,952967498176933888,Akhil dhfm 💙💫,mb and ro🔥,5108,4372,120968,,Aagadu ki vachina hype 🙏💥💥 @urstrulyMahesh ❤️🦁😎 https://t.co/eFTOPvSbSp,et,
1399082896120446979,2021-05-30 19:18:50+00:00,VSR005,786601350314405889,VSR,Hyderabad ,733,199,2171,,"@_dinakar_ @bajjiladeva ""Vastayi emo"" annadani gurinchi vachinappudu matladukundam.
Eppudu prastutam vachina 157 colleges phase wise, state wise, district wise estunna.
Endulo Telangana aeda.
Source: Rajya Sabha. https://t.co/31jl7RyAgs",et,
1399082446247825413,2021-05-30 19:17:03+00:00,italo_P6,1366824641436737547,M A S T E R™,,324,121,11796,,@oproprioguto Queria tá no lugar da nenê sem a vachina,pt,
1399081982533963781,2021-05-30 19:15:12+00:00,DallaMariaPaula,1233812108829171712,Paula,,240,351,12957,,@diogomainardi Quem tomou a vachina do cara que te deu 8 milhões ta impedido de  ir até ai pra dar uma conferida.,pt,
1399080858108059648,2021-05-30 19:10:44+00:00,MyNamezInfinity,1367144776894570500,🎬 🎞 📽 🎫 🍿,India,180,186,23127,,"FL vachina intha high feel radheemo...aa space vinnaka 

TnQ krishna gari fans 🙏🙏 and maheshbabu fans 

Chaala ichaaru ee bday ki

#HBDLegendarySSKgaru",et,
1399079195645415424,2021-05-30 19:04:08+00:00,CultFanIkkada,387662248,Vicky #OG,"Hyderabad, India",13793,932,219346,,@manoharreddy461 @AdityaMb_4005 Kamal - chiru - k balachandar combo lo vachina idi katha kaadu mvr choosava?? 1979 mve.Kamal hassan kante solid role paddadi chiranjeevi ki..Antha acting ki scope unna role appatlo k balachandar laanti top director ela istadu?? Talent ni choose kada.. E twitter sollu ilane untadi,et,
1399078848365400064,2021-05-30 19:02:45+00:00,i_sameerali,941897465455788032,Sam,,11,1,226,,@SheshuTheBusss Joke esthe navvali anthe kani ila jabardasth la sound vachina prathisari navvakudadu https://t.co/3kjq2VFQQX,hi,
1399078328947015681,2021-05-30 19:00:41+00:00,JDastimi,962495943596654592,D J V,,492,949,19040,,@Harshatweetz Ipudu oke family nuchi chala mande vastharu bro hero lu entha kadana Ishtam untadi inka bonding untadi kabati matter enti ante entha mandi vachina vadi lo dammuntene sustain avutaru adi matter urike mabbu mokalu eskoni edvakandi,in,
1399077952340389888,2021-05-30 18:59:12+00:00,BerlinNANDAMURI,1351033449784762368,NANDAMURI BERLIN,EKKADA PADITHE AKKADA ,1139,317,60354,,@sainika_pichak @MB_MSDIAN_FAN https://t.co/rKMdUH96Zb vachina,es,
1399077701307207684,2021-05-30 18:58:12+00:00,rstmoreira,1165686084237430785,Rejane Teló,,6,82,126,,"@revistaoeste E ninguém diz nada?? O riquinho continua se exibindo com a vachina ""dele"" e daí? Fica por isso???quem vai investigar???",pt,
1399076876019240966,2021-05-30 18:54:55+00:00,instantmap,1129390173605761024,Mapa Astral Instantâneo,Via Láctea,211,9,5652,,"sol em escorpião
ascendente em vachina
lua em conchinha",pt,
1399074979791228931,2021-05-30 18:47:23+00:00,JoseSan31070888,1359228762441850884,Jose Santos,,10,61,4905,,Certamente fez o mesmo que o governador de SÃO PAULO o calça apertada que torrou milhões pra comprar a VACHINA(CORONAVAC)este pres.da ARGENTINA é da mesma laia dos governadores e prefeitos da esquerda que querem matar seus cidadãos.,pt,
1399074813352857606,2021-05-30 18:46:43+00:00,SDJUNIORVSJ,1366894932104007683,SD JUNIOR,,191,1398,3509,,@diogomainardi Ao contrário da vachina do seu cafetão!,pt,
1399073749660487688,2021-05-30 18:42:30+00:00,JoseSan31070888,1359228762441850884,Jose Santos,,10,61,4905,,O cara edta louco pois vai ter que dar satisfação pro patrões dele (Pcchines)pois a vachina não esta funcionando,pt,
1399072601637523456,2021-05-30 18:37:56+00:00,Arefsoid,1290919625098756096,Diosfera🌺⚔️🌺☦️⩩,Constantinopla,6864,1799,89531,,"@RiDSEAN_ Comparou o Roger dizendo ""é so uma gripezinha"" com negacionistas da vachina",pt,
1399072313304309768,2021-05-30 18:36:47+00:00,Claudio_OS_SP,347494554,Cláudio de Oliveira,Goiânia/GO,1563,2686,4063,,"@o_antagonista Talvez seja a diferença da vacina com a ""vachina"" estão com somente 19% da população vacinada.",pt,
1399070477776216072,2021-05-30 18:29:30+00:00,lugomello,75192949,Luiz Mello $SCCP,"São Paulo, Brasil",1886,1964,18842,,"@tercalivre Minha critica é ter dado $$$$ para essa merda de vachina eu tomei as 2 doses dessa merda e tenho que continuar confinado e não posso viajar para Espanha para visitar minha filha fdp de Dimas, Agripino, Embaixador Chines e cia.",pt,
1399069598658580488,2021-05-30 18:26:00+00:00,julio_bassetti,1358736925553795073,julio bassetti,"Embu, Brasil",832,1778,9612,,@DerlinRod @anvisa_oficial E pq ainda morrem pessoas após as duas doses de vachina???? Ah! Ineficácia que chama?,pt,
1399068989112913922,2021-05-30 18:23:35+00:00,AB09158034AB,3431473961,"""Canhotinho"", o bom de bola (Por um Brasil Melhor)",Porto Alegre,1442,1448,10310,,"Quer resposta ?   Eu te dou: apenas porque Dória estava com o ""cartaz"" na ocasião, por liderar movimentos pela vacina, mais tarde chamada de VACHINA",pt,
1399068948906270720,2021-05-30 18:23:25+00:00,LuauMhz,66559791,🦇Nem Corona me acha🦇ᶜʳᶠ,Cronenberg C-137,4367,1785,87246,,"@zolpidemboy Aí tem uns desgraças que demonizam o tto precoce, eu conheço várias q tomaram e estão vivas, já com essa vachina casos de óbito.",pt,
1399067447723020296,2021-05-30 18:17:27+00:00,Carlinhosclube,55529073,carlinhoslimanews.com,São Carlos,1985,4942,13702,,"@CarlosBolsonaro @govbr Para o governo federal não é vacina, é vachina. Vghr",pt,
1399066922176585730,2021-05-30 18:15:22+00:00,gudachari1one7,774180011683090432,గూఢచారి117,,265,188,23606,,@SriKris21226722 @Tejuholicc @_PakkaTollywood @PawanKalyan Adhi offitial pic pettu bro🤣 istam vachina kaburlu mingadam kaadu😂,in,
